sample_id,image_path,ground_truth,stay_positive_prediction,stay_positive_score,official_fsd_prediction,official_fsd_score,fsd_finetune_v1_prediction,fsd_finetune_v1_score,fsd_finetune_v2_prediction,fsd_finetune_v2_score
adm_auto_0734,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/20_adm_174.PNG,fake,real,0.4661810994086172,fake,0.861328125,fake,0.88427734375,fake,0.90380859375
adm_auto_0735,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/20_adm_34.PNG,fake,real,0.45401717288898774,fake,0.720703125,fake,0.7529296875,fake,0.80029296875
adm_auto_0736,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/20_adm_7.PNG,fake,real,0.46301690456928846,fake,0.5244140625,fake,0.52294921875,real,0.445068359375
adm_auto_0737,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/20_adm_85.PNG,fake,real,0.39651639598432675,real,0.165283203125,real,0.177001953125,real,0.10968017578125
adm_auto_0738,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/20_adm_91.PNG,fake,real,0.40545311100578324,real,0.38671875,real,0.36865234375,real,0.446533203125
adm_auto_0739,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/210_adm_153.PNG,fake,real,0.41518997362369003,real,0.2330322265625,real,0.2220458984375,real,0.291015625
adm_auto_0740,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/210_adm_174.PNG,fake,real,0.40047049401254536,fake,0.59130859375,fake,0.513671875,real,0.4267578125
adm_auto_0741,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/210_adm_34.PNG,fake,fake,0.5063831616922889,fake,0.98388671875,fake,0.9189453125,fake,0.984375
adm_auto_0742,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/210_adm_7.PNG,fake,real,0.4208984884164337,real,0.310302734375,real,0.315185546875,real,0.3798828125
adm_auto_0743,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/210_adm_85.PNG,fake,real,0.4116812567789138,fake,0.986328125,fake,0.90380859375,fake,0.943359375
adm_auto_0744,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/210_adm_91.PNG,fake,real,0.4322041350396471,fake,0.8056640625,fake,0.67041015625,fake,0.56005859375
adm_auto_0745,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/211_adm_153.PNG,fake,real,0.3892608215891514,real,0.390380859375,real,0.373046875,real,0.2763671875
adm_auto_0746,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/211_adm_174.PNG,fake,real,0.42577353742113583,real,0.1787109375,real,0.26318359375,real,0.2802734375
adm_auto_0747,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/211_adm_34.PNG,fake,real,0.3904611407576273,real,0.1329345703125,real,0.224365234375,real,0.08587646484375
adm_auto_0748,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/211_adm_7.PNG,fake,real,0.4122785616380984,real,0.325927734375,real,0.392333984375,real,0.37939453125
adm_auto_0749,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/211_adm_85.PNG,fake,real,0.46966490627976204,real,0.4658203125,fake,0.5029296875,real,0.458984375
adm_auto_0750,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/211_adm_91.PNG,fake,real,0.42217497429924794,real,0.193115234375,real,0.255615234375,real,0.2122802734375
adm_auto_0751,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/212_adm_153.PNG,fake,real,0.3920330129317068,fake,0.51708984375,real,0.49853515625,real,0.37255859375
adm_auto_0752,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/212_adm_174.PNG,fake,real,0.42202324162008265,real,0.216796875,real,0.276123046875,real,0.128662109375
adm_auto_0753,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/212_adm_34.PNG,fake,real,0.3822323183858503,real,0.42822265625,real,0.45068359375,real,0.46826171875
adm_auto_0754,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/212_adm_7.PNG,fake,real,0.3949693812931399,real,0.219970703125,real,0.1910400390625,real,0.1453857421875
adm_auto_0755,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/212_adm_85.PNG,fake,real,0.39691441992172927,real,0.30126953125,real,0.2880859375,real,0.1998291015625
adm_auto_0756,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/212_adm_91.PNG,fake,real,0.4309166314924291,fake,0.68505859375,fake,0.6591796875,fake,0.8681640625
adm_auto_0757,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/213_adm_153.PNG,fake,real,0.3896026654464073,real,0.334716796875,real,0.319580078125,real,0.31103515625
adm_auto_0758,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/213_adm_174.PNG,fake,real,0.3939904128953282,real,0.32861328125,real,0.39013671875,real,0.342529296875
adm_auto_0759,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/213_adm_34.PNG,fake,real,0.46575955614082437,real,0.452392578125,real,0.49853515625,real,0.2802734375
adm_auto_0760,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/213_adm_7.PNG,fake,real,0.37827477150801114,real,0.435791015625,fake,0.50927734375,real,0.440673828125
adm_auto_0761,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/213_adm_85.PNG,fake,real,0.4367727822146938,real,0.435791015625,real,0.383056640625,fake,0.58056640625
adm_auto_0762,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/213_adm_91.PNG,fake,real,0.39262006244535486,real,0.3408203125,real,0.39794921875,fake,0.73486328125
adm_auto_0763,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/214_adm_153.PNG,fake,real,0.3847782328606512,real,0.1302490234375,real,0.2220458984375,real,0.39794921875
adm_auto_0764,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/214_adm_174.PNG,fake,real,0.4504808141746625,real,0.3544921875,real,0.37841796875,real,0.46826171875
adm_auto_0765,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/214_adm_34.PNG,fake,real,0.4095194011039769,fake,0.5947265625,fake,0.60693359375,fake,0.85791015625
adm_auto_0766,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/214_adm_7.PNG,fake,real,0.4080558516730748,real,0.137939453125,real,0.2666015625,real,0.24658203125
adm_auto_0767,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/214_adm_85.PNG,fake,real,0.4362777706219739,real,0.46044921875,fake,0.529296875,fake,0.63525390625
adm_auto_0768,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/214_adm_91.PNG,fake,real,0.380244542078173,real,0.30810546875,real,0.356689453125,real,0.351318359375
adm_auto_0769,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/215_adm_153.PNG,fake,real,0.43575716258196745,real,0.2744140625,real,0.387939453125,real,0.372802734375
adm_auto_0770,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/215_adm_174.PNG,fake,real,0.403819311642036,fake,0.8349609375,fake,0.59228515625,fake,0.8369140625
adm_auto_0771,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/215_adm_34.PNG,fake,real,0.4013775916493267,fake,0.86572265625,fake,0.80859375,fake,0.6884765625
adm_auto_0772,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/215_adm_7.PNG,fake,real,0.40990622280421857,real,0.2005615234375,real,0.30029296875,real,0.18798828125
adm_auto_0773,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/215_adm_85.PNG,fake,real,0.40409468684983346,fake,0.86083984375,fake,0.623046875,fake,0.84765625
adm_auto_0774,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/215_adm_91.PNG,fake,real,0.4427309125519551,real,0.316162109375,real,0.260986328125,real,0.338134765625
adm_auto_0775,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/216_adm_153.PNG,fake,real,0.39152991156827033,fake,0.7548828125,fake,0.7080078125,fake,0.748046875
adm_auto_0776,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/216_adm_174.PNG,fake,real,0.4574635928593477,fake,0.99169921875,fake,0.97021484375,fake,0.99560546875
adm_auto_0777,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/216_adm_34.PNG,fake,real,0.4003495695929786,fake,0.88427734375,fake,0.8837890625,fake,0.96142578125
adm_auto_0778,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/216_adm_7.PNG,fake,real,0.38265278532251823,fake,0.8173828125,fake,0.6298828125,fake,0.55908203125
adm_auto_0779,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/216_adm_85.PNG,fake,real,0.42044425034466726,real,0.48046875,real,0.391357421875,real,0.38916015625
adm_auto_0780,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/216_adm_91.PNG,fake,real,0.4093115376788381,fake,0.53369140625,real,0.47900390625,fake,0.60595703125
adm_auto_0781,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/217_adm_153.PNG,fake,real,0.43114034208940916,fake,0.89404296875,fake,0.8681640625,fake,0.83642578125
adm_auto_0782,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/217_adm_174.PNG,fake,real,0.434342855755639,fake,0.791015625,fake,0.70263671875,fake,0.82568359375
adm_auto_0783,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/217_adm_34.PNG,fake,real,0.39393766444948136,real,0.299560546875,real,0.372802734375,real,0.307861328125
adm_auto_0784,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/217_adm_7.PNG,fake,real,0.4252981260957323,real,0.353515625,real,0.360595703125,real,0.45849609375
adm_auto_0785,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/217_adm_85.PNG,fake,real,0.39146618337632094,real,0.25048828125,real,0.281982421875,real,0.2198486328125
adm_auto_0786,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/217_adm_91.PNG,fake,real,0.41574758928431316,real,0.1439208984375,real,0.244384765625,real,0.2027587890625
adm_auto_0787,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/218_adm_153.PNG,fake,real,0.4050900816865239,real,0.422119140625,real,0.374267578125,real,0.329833984375
adm_auto_0788,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/218_adm_174.PNG,fake,real,0.38773492373378077,real,0.1378173828125,real,0.1607666015625,real,0.10052490234375
adm_auto_0789,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/218_adm_34.PNG,fake,real,0.40844806292381325,real,0.14013671875,real,0.2054443359375,real,0.1202392578125
adm_auto_0790,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/218_adm_7.PNG,fake,real,0.4470537960334881,real,0.294189453125,real,0.4111328125,real,0.450927734375
adm_auto_0791,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/218_adm_85.PNG,fake,real,0.3910686060772707,fake,0.7998046875,fake,0.6904296875,fake,0.7744140625
adm_auto_0792,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/218_adm_91.PNG,fake,real,0.3990324183047545,fake,0.56396484375,real,0.451416015625,real,0.437744140625
adm_auto_0793,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/219_adm_153.PNG,fake,real,0.4161680644651036,fake,0.806640625,fake,0.7958984375,fake,0.8486328125
adm_auto_0794,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/219_adm_174.PNG,fake,real,0.4117530176127843,real,0.351318359375,real,0.397705078125,real,0.25830078125
adm_auto_0795,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/219_adm_34.PNG,fake,real,0.39687210426983455,fake,0.93603515625,fake,0.8818359375,fake,0.9423828125
adm_auto_0796,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/219_adm_7.PNG,fake,real,0.3916828400045455,fake,0.703125,fake,0.6845703125,real,0.48291015625
adm_auto_0797,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/219_adm_85.PNG,fake,real,0.420093616472214,real,0.237548828125,real,0.262451171875,real,0.279052734375
adm_auto_0798,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/219_adm_91.PNG,fake,real,0.40698979899136367,real,0.4072265625,real,0.37890625,real,0.312255859375
adm_auto_0799,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/21_adm_153.PNG,fake,fake,0.5595488816642722,fake,0.9228515625,fake,0.95703125,fake,0.990234375
adm_auto_0800,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/21_adm_174.PNG,fake,real,0.48143578993821995,real,0.294189453125,real,0.33984375,real,0.2197265625
adm_auto_0801,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/21_adm_34.PNG,fake,fake,0.5244487890326693,fake,0.63427734375,fake,0.58984375,fake,0.77685546875
adm_auto_0802,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/21_adm_7.PNG,fake,real,0.42513066567558,real,0.443603515625,fake,0.5517578125,real,0.30078125
adm_auto_0803,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/21_adm_85.PNG,fake,real,0.4622242745534175,fake,0.87255859375,fake,0.81689453125,fake,0.716796875
adm_auto_0804,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/21_adm_91.PNG,fake,real,0.3802037975447409,real,0.388671875,real,0.29052734375,real,0.281005859375
adm_auto_0805,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/220_adm_153.PNG,fake,real,0.41374811847285586,fake,0.98388671875,fake,0.9130859375,fake,0.9873046875
adm_auto_0806,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/220_adm_174.PNG,fake,real,0.47075078791380376,fake,0.85107421875,fake,0.87548828125,fake,0.90576171875
adm_auto_0807,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/220_adm_34.PNG,fake,real,0.4557125673869698,real,0.29833984375,real,0.2489013671875,real,0.284423828125
adm_auto_0808,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/220_adm_7.PNG,fake,real,0.4043798530509847,real,0.34521484375,real,0.347412109375,real,0.49462890625
adm_auto_0809,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/220_adm_85.PNG,fake,real,0.38704520365739414,real,0.402099609375,real,0.440673828125,real,0.294677734375
adm_auto_0810,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/220_adm_91.PNG,fake,real,0.38462556910280865,real,0.31201171875,real,0.40380859375,real,0.38671875
adm_auto_0811,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/221_adm_153.PNG,fake,real,0.39470754969614963,fake,0.966796875,fake,0.88134765625,fake,0.95654296875
adm_auto_0812,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/221_adm_174.PNG,fake,real,0.4364399253260589,fake,0.9287109375,fake,0.8271484375,fake,0.95166015625
adm_auto_0813,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/221_adm_34.PNG,fake,real,0.4213583365352376,fake,0.96337890625,fake,0.8525390625,fake,0.9453125
adm_auto_0814,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/221_adm_7.PNG,fake,real,0.450426515143729,real,0.47314453125,real,0.4794921875,real,0.255615234375
adm_auto_0815,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/221_adm_85.PNG,fake,real,0.4046947596313455,fake,0.6044921875,fake,0.59033203125,real,0.47412109375
adm_auto_0816,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/221_adm_91.PNG,fake,real,0.3830573152494673,fake,0.8837890625,fake,0.78515625,fake,0.89599609375
adm_auto_0817,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/222_adm_153.PNG,fake,real,0.4217193083129949,fake,0.89404296875,fake,0.6923828125,fake,0.78466796875
adm_auto_0818,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/222_adm_174.PNG,fake,real,0.3808076206548073,real,0.1707763671875,real,0.30517578125,real,0.1744384765625
adm_auto_0819,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/222_adm_34.PNG,fake,real,0.41787346422244526,fake,0.765625,fake,0.71044921875,fake,0.83203125
adm_auto_0820,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/222_adm_7.PNG,fake,fake,0.5215511965488413,fake,0.92919921875,fake,0.82177734375,fake,0.92529296875
adm_auto_0821,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/222_adm_85.PNG,fake,real,0.40316178428222615,fake,0.92333984375,fake,0.82177734375,fake,0.9736328125
adm_auto_0822,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/222_adm_91.PNG,fake,real,0.40361094365178996,fake,0.70068359375,fake,0.6552734375,fake,0.61376953125
adm_auto_0823,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/223_adm_153.PNG,fake,real,0.4244652786380664,fake,0.517578125,fake,0.537109375,real,0.316650390625
adm_auto_0824,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/223_adm_174.PNG,fake,real,0.4201284050868126,real,0.341552734375,real,0.391845703125,real,0.48876953125
adm_auto_0825,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/223_adm_34.PNG,fake,real,0.4273194786082584,fake,0.90576171875,fake,0.646484375,fake,0.85595703125
adm_auto_0826,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/223_adm_7.PNG,fake,real,0.4254666449936044,real,0.35498046875,real,0.295654296875,real,0.216064453125
adm_auto_0827,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/223_adm_85.PNG,fake,real,0.40794317517140355,fake,0.892578125,fake,0.84716796875,fake,0.87744140625
adm_auto_0828,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/223_adm_91.PNG,fake,real,0.3981312436481156,real,0.199951171875,real,0.242919921875,real,0.346923828125
adm_auto_0829,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/224_adm_153.PNG,fake,real,0.4338439597479127,fake,0.65234375,fake,0.64794921875,fake,0.5068359375
adm_auto_0830,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/224_adm_174.PNG,fake,real,0.39650720245513893,real,0.342529296875,real,0.384521484375,real,0.187744140625
adm_auto_0831,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/224_adm_34.PNG,fake,real,0.4115027623093788,fake,0.5087890625,real,0.452880859375,fake,0.73388671875
adm_auto_0832,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/224_adm_7.PNG,fake,real,0.3926569209105034,real,0.346923828125,real,0.369384765625,fake,0.64404296875
adm_auto_0833,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/224_adm_85.PNG,fake,real,0.3684307023838057,real,0.391357421875,real,0.365234375,real,0.1488037109375
adm_auto_0834,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/224_adm_91.PNG,fake,real,0.39084159276169567,fake,0.90576171875,fake,0.7939453125,fake,0.935546875
adm_auto_0835,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/225_adm_153.PNG,fake,real,0.49737192120254764,fake,0.740234375,fake,0.6376953125,fake,0.8408203125
adm_auto_0836,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/225_adm_174.PNG,fake,real,0.4198089473250595,real,0.2425537109375,real,0.21533203125,real,0.289794921875
adm_auto_0837,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/225_adm_34.PNG,fake,real,0.4150886391742328,real,0.338623046875,real,0.326904296875,real,0.4697265625
adm_auto_0838,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/225_adm_7.PNG,fake,real,0.38725020717835007,real,0.265380859375,real,0.255859375,real,0.32421875
adm_auto_0839,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/225_adm_85.PNG,fake,real,0.44955432132812545,real,0.217529296875,real,0.293701171875,real,0.09844970703125
adm_auto_0840,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/225_adm_91.PNG,fake,real,0.4013395689423709,real,0.365966796875,real,0.27734375,real,0.25048828125
adm_auto_0841,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/226_adm_153.PNG,fake,real,0.39830240664843297,real,0.338134765625,real,0.4814453125,fake,0.533203125
adm_auto_0842,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/226_adm_174.PNG,fake,real,0.4026079351769251,real,0.321533203125,real,0.362060546875,real,0.318359375
adm_auto_0843,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/226_adm_34.PNG,fake,real,0.3889693078937878,real,0.454345703125,real,0.41455078125,real,0.30322265625
adm_auto_0844,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/226_adm_7.PNG,fake,real,0.41796080272274894,real,0.381591796875,fake,0.53076171875,real,0.40771484375
adm_auto_0845,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/226_adm_85.PNG,fake,real,0.39914073861253524,real,0.05792236328125,real,0.10931396484375,real,0.057708740234375
adm_auto_0846,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/226_adm_91.PNG,fake,real,0.3899885661210389,fake,0.86865234375,fake,0.75048828125,fake,0.8544921875
adm_auto_0847,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/227_adm_153.PNG,fake,real,0.43245066229929885,real,0.187744140625,real,0.303955078125,real,0.4072265625
adm_auto_0848,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/227_adm_174.PNG,fake,real,0.44679099132126016,fake,0.5546875,fake,0.68408203125,fake,0.81640625
adm_auto_0849,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/227_adm_34.PNG,fake,fake,0.5075178588953144,real,0.440673828125,real,0.4697265625,fake,0.76953125
adm_auto_0850,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/227_adm_7.PNG,fake,real,0.39472313174161283,real,0.3701171875,real,0.402587890625,real,0.4765625
adm_auto_0851,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/227_adm_85.PNG,fake,real,0.40078756279479516,real,0.352294921875,real,0.37353515625,fake,0.5234375
adm_auto_0852,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/227_adm_91.PNG,fake,real,0.39226253499132285,real,0.2451171875,real,0.265380859375,real,0.278564453125
adm_auto_0853,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/228_adm_153.PNG,fake,real,0.4187836876382595,fake,0.66015625,real,0.431640625,fake,0.5625
