sample_id,image_path,ground_truth,stay_positive_score,stay_positive_postcal_prediction,official_fsd_prediction,fsd_finetune_v1_prediction,fsd_finetune_v2_prediction,conflict_count,conflict_type,priority_score
adm_auto_2876,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/531_adm_174.PNG,fake,0.41604929966027643,fake,real,real,real,3,strong_conflict,30.027231
adm_auto_0299,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/144_adm_85.PNG,fake,0.41587201853202943,fake,real,real,real,3,strong_conflict,30.027054
adm_auto_0786,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/217_adm_91.PNG,fake,0.41574758928431316,fake,real,real,real,3,strong_conflict,30.026930
adm_auto_1378,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/306_adm_7.PNG,fake,0.4156956845907764,fake,real,real,real,3,strong_conflict,30.026878
adm_auto_0901,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/235_adm_153.PNG,fake,0.41561840546771706,fake,real,real,real,3,strong_conflict,30.026800
adm_auto_1770,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/365_adm_91.PNG,fake,0.41559042356418224,fake,real,real,real,3,strong_conflict,30.026772
adm_auto_0518,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/178_adm_174.PNG,fake,0.41545182389741814,fake,real,real,real,3,strong_conflict,30.026634
adm_auto_1523,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/328_adm_85.PNG,fake,0.41542970028653786,fake,real,real,real,3,strong_conflict,30.026612
adm_auto_2362,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/454_adm_7.PNG,fake,0.4153463840309958,fake,real,real,real,3,strong_conflict,30.026528
adm_auto_1027,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/254_adm_153.PNG,fake,0.4153445166405562,fake,real,real,real,3,strong_conflict,30.026527
adm_auto_2373,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/456_adm_34.PNG,fake,0.4153033982421325,fake,real,real,real,3,strong_conflict,30.026485
adm_auto_0739,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/210_adm_153.PNG,fake,0.41518997362369003,fake,real,real,real,3,strong_conflict,30.026372
adm_auto_0860,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/229_adm_174.PNG,fake,0.4151710274986269,fake,real,real,real,3,strong_conflict,30.026353
adm_auto_0473,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/170_adm_85.PNG,fake,0.4151619029516888,fake,real,real,real,3,strong_conflict,30.026344
adm_auto_0148,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/121_adm_7.PNG,fake,0.41510981790809026,fake,real,real,real,3,strong_conflict,30.026292
adm_auto_0837,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/225_adm_34.PNG,fake,0.4150886391742328,fake,real,real,real,3,strong_conflict,30.026271
adm_auto_2827,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/524_adm_153.PNG,fake,0.41497942909437646,fake,real,real,real,3,strong_conflict,30.026161
adm_auto_1594,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/339_adm_7.PNG,fake,0.4149448370021091,fake,real,real,real,3,strong_conflict,30.026127
adm_auto_1048,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/257_adm_7.PNG,fake,0.41481282716746615,fake,real,real,real,3,strong_conflict,30.025995
adm_auto_2413,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/462_adm_153.PNG,fake,0.41470857765699487,fake,real,real,real,3,strong_conflict,30.025891
adm_auto_1519,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/328_adm_153.PNG,fake,0.4146161896714332,fake,real,real,real,3,strong_conflict,30.025798
adm_auto_2734,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/50_adm_7.PNG,fake,0.4145561373028882,fake,real,real,real,3,strong_conflict,30.025738
adm_auto_0228,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/133_adm_91.PNG,fake,0.4143338178493485,fake,real,real,real,3,strong_conflict,30.025516
adm_auto_2905,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/536_adm_153.PNG,fake,0.4143060576681154,fake,real,real,real,3,strong_conflict,30.025488
adm_auto_0258,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/138_adm_91.PNG,fake,0.41422957924347886,fake,real,real,real,3,strong_conflict,30.025412
adm_auto_1382,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/307_adm_174.PNG,fake,0.41422529174048184,fake,real,real,real,3,strong_conflict,30.025407
adm_auto_2126,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/419_adm_174.PNG,fake,0.41416034991327755,fake,real,real,real,3,strong_conflict,30.025342
adm_auto_2208,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/430_adm_91.PNG,fake,0.41408117175050435,fake,real,real,real,3,strong_conflict,30.025263
adm_auto_2457,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/469_adm_34.PNG,fake,0.4140577374767324,fake,real,real,real,3,strong_conflict,30.025240
adm_auto_1407,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/310_adm_34.PNG,fake,0.4138684458106687,fake,real,real,real,3,strong_conflict,30.025050
adm_auto_0361,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/154_adm_153.PNG,fake,0.41385076659247405,fake,real,real,real,3,strong_conflict,30.025033
adm_auto_0947,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/241_adm_85.PNG,fake,0.41373791883607647,fake,real,real,real,3,strong_conflict,30.024920
adm_auto_1288,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/293_adm_7.PNG,fake,0.41369059640036127,fake,real,real,real,3,strong_conflict,30.024873
adm_auto_1880,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/382_adm_174.PNG,fake,0.4136856192690821,fake,real,real,real,3,strong_conflict,30.024868
adm_auto_1361,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/303_adm_85.PNG,fake,0.413660277891641,fake,real,real,real,3,strong_conflict,30.024842
adm_auto_2209,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/431_adm_153.PNG,fake,0.4135711816465653,fake,real,real,real,3,strong_conflict,30.024753
adm_auto_1153,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/273_adm_153.PNG,fake,0.413441504394566,fake,real,real,real,3,strong_conflict,30.024624
adm_auto_0979,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/247_adm_153.PNG,fake,0.41343203692880837,fake,real,real,real,3,strong_conflict,30.024614
adm_auto_2821,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/523_adm_153.PNG,fake,0.4133930546338281,fake,real,real,real,3,strong_conflict,30.024575
adm_auto_0528,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/179_adm_91.PNG,fake,0.4133342255552656,fake,real,real,real,3,strong_conflict,30.024516
adm_auto_0939,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/240_adm_34.PNG,fake,0.4132861189812018,fake,real,real,real,3,strong_conflict,30.024468
adm_auto_0591,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/189_adm_34.PNG,fake,0.41326076542881174,fake,real,real,real,3,strong_conflict,30.024443
adm_auto_2825,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/523_adm_85.PNG,fake,0.41321825997893336,fake,real,real,real,3,strong_conflict,30.024400
adm_auto_1234,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/285_adm_7.PNG,fake,0.41312819295016495,fake,real,real,real,3,strong_conflict,30.024310
adm_auto_2318,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/448_adm_174.PNG,fake,0.4131192488769926,fake,real,real,real,3,strong_conflict,30.024301
adm_auto_2926,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/539_adm_7.PNG,fake,0.41306909621260335,fake,real,real,real,3,strong_conflict,30.024251
adm_auto_1778,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/367_adm_174.PNG,fake,0.41302227640313455,fake,real,real,real,3,strong_conflict,30.024204
adm_auto_1501,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/325_adm_153.PNG,fake,0.4129242488858318,fake,real,real,real,3,strong_conflict,30.024106
adm_auto_1067,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/25_adm_85.PNG,fake,0.4129230271005877,fake,real,real,real,3,strong_conflict,30.024105
adm_auto_2500,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/475_adm_7.PNG,fake,0.41292104897437076,fake,real,real,real,3,strong_conflict,30.024103
adm_auto_1465,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/31_adm_153.PNG,fake,0.4128963032408356,fake,real,real,real,3,strong_conflict,30.024078
adm_auto_1702,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/355_adm_7.PNG,fake,0.4128243714829952,fake,real,real,real,3,strong_conflict,30.024006
adm_auto_1804,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/370_adm_7.PNG,fake,0.4127887293836748,fake,real,real,real,3,strong_conflict,30.023971
adm_auto_1480,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/321_adm_7.PNG,fake,0.41278758770748875,fake,real,real,real,3,strong_conflict,30.023970
adm_auto_0634,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/195_adm_7.PNG,fake,0.4127800177636388,fake,real,real,real,3,strong_conflict,30.023962
adm_auto_1606,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/340_adm_7.PNG,fake,0.4127543655836816,fake,real,real,real,3,strong_conflict,30.023936
adm_auto_0942,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/240_adm_91.PNG,fake,0.412719396678384,fake,real,real,real,3,strong_conflict,30.023901
adm_auto_0143,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/120_adm_85.PNG,fake,0.41270213918038046,fake,real,real,real,3,strong_conflict,30.023884
adm_auto_1789,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/369_adm_153.PNG,fake,0.41265523962010403,fake,real,real,real,3,strong_conflict,30.023837
adm_auto_1815,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/372_adm_34.PNG,fake,0.4126435089184845,fake,real,real,real,3,strong_conflict,30.023826
adm_auto_1740,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/360_adm_91.PNG,fake,0.4126340880735291,fake,real,real,real,3,strong_conflict,30.023816
adm_auto_0488,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/173_adm_174.PNG,fake,0.4124703956630066,fake,real,real,real,3,strong_conflict,30.023652
adm_auto_0096,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/113_adm_91.PNG,fake,0.4124630697874699,fake,real,real,real,3,strong_conflict,30.023645
adm_auto_0550,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/182_adm_7.PNG,fake,0.41245525443206527,fake,real,real,real,3,strong_conflict,30.023637
adm_auto_0584,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/188_adm_174.PNG,fake,0.4123963825966449,fake,real,real,real,3,strong_conflict,30.023578
adm_auto_0368,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/155_adm_174.PNG,fake,0.412389214623788,fake,real,real,real,3,strong_conflict,30.023571
adm_auto_0748,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/211_adm_7.PNG,fake,0.4122785616380984,fake,real,real,real,3,strong_conflict,30.023461
adm_auto_0196,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/129_adm_7.PNG,fake,0.4122717892313719,fake,real,real,real,3,strong_conflict,30.023454
adm_auto_2364,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/454_adm_91.PNG,fake,0.41225368441303384,fake,real,real,real,3,strong_conflict,30.023436
adm_auto_0422,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/163_adm_174.PNG,fake,0.4122456545950274,fake,real,real,real,3,strong_conflict,30.023428
adm_auto_1685,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/352_adm_85.PNG,fake,0.412004810861078,fake,real,real,real,3,strong_conflict,30.023187
adm_auto_2660,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/49_adm_174.PNG,fake,0.4118094131006753,fake,real,real,real,3,strong_conflict,30.022991
adm_auto_0794,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/219_adm_174.PNG,fake,0.4117530176127843,fake,real,real,real,3,strong_conflict,30.022935
adm_auto_0232,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/134_adm_7.PNG,fake,0.4117513027495675,fake,real,real,real,3,strong_conflict,30.022933
adm_auto_0222,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/132_adm_91.PNG,fake,0.41165339439708604,fake,real,real,real,3,strong_conflict,30.022835
adm_auto_1335,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/2_adm_34.PNG,fake,0.41165159004643787,fake,real,real,real,3,strong_conflict,30.022834
adm_auto_2564,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/485_adm_174.PNG,fake,0.41165106206240215,fake,real,real,real,3,strong_conflict,30.022833
adm_auto_0273,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/140_adm_34.PNG,fake,0.36605285683578764,real,fake,fake,fake,3,strong_conflict,30.022765
adm_auto_1069,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/260_adm_153.PNG,fake,0.41157851463086664,fake,real,real,real,3,strong_conflict,30.022761
adm_auto_1040,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/256_adm_174.PNG,fake,0.4115119719984996,fake,real,real,real,3,strong_conflict,30.022694
adm_auto_0026,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/103_adm_174.PNG,fake,0.4114841881315394,fake,real,real,real,3,strong_conflict,30.022666
adm_auto_2971,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/546_adm_153.PNG,fake,0.4114429407974088,fake,real,real,real,3,strong_conflict,30.022625
adm_auto_1291,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/294_adm_153.PNG,fake,0.3662541999587261,real,fake,fake,fake,3,strong_conflict,30.022564
adm_auto_1263,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/28_adm_34.PNG,fake,0.4112617777219975,fake,real,real,real,3,strong_conflict,30.022444
adm_auto_1001,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/24_adm_85.PNG,fake,0.41123571073672066,fake,real,real,real,3,strong_conflict,30.022418
adm_auto_2942,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/541_adm_174.PNG,fake,0.4111740463588605,fake,real,real,real,3,strong_conflict,30.022356
adm_auto_1495,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/324_adm_153.PNG,fake,0.4110941015778885,fake,real,real,real,3,strong_conflict,30.022276
adm_auto_1857,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/379_adm_34.PNG,fake,0.41106125926579445,fake,real,real,real,3,strong_conflict,30.022243
adm_auto_2074,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/410_adm_7.PNG,fake,0.4110543258287085,fake,real,real,real,3,strong_conflict,30.022236
adm_auto_0423,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/163_adm_34.PNG,fake,0.4110015587851818,fake,real,real,real,3,strong_conflict,30.022184
adm_auto_1486,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/322_adm_7.PNG,fake,0.4109467507205959,fake,real,real,real,3,strong_conflict,30.022129
adm_auto_0604,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/190_adm_7.PNG,fake,0.41089125983717323,fake,real,real,real,3,strong_conflict,30.022073
adm_auto_1207,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/281_adm_153.PNG,fake,0.4108774165173459,fake,real,real,real,3,strong_conflict,30.022059
adm_auto_2240,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/436_adm_174.PNG,fake,0.41085239045766675,fake,real,real,real,3,strong_conflict,30.022034
adm_auto_0718,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/207_adm_7.PNG,fake,0.41065000350594344,fake,real,real,real,3,strong_conflict,30.021832
adm_auto_1824,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/373_adm_91.PNG,fake,0.4106099455144495,fake,real,real,real,3,strong_conflict,30.021792
adm_auto_2463,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/46_adm_34.PNG,fake,0.4104967503441083,fake,real,real,real,3,strong_conflict,30.021679
adm_auto_2164,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/424_adm_7.PNG,fake,0.41048666427320096,fake,real,real,real,3,strong_conflict,30.021669
adm_auto_0436,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/165_adm_7.PNG,fake,0.4104066777178727,fake,real,real,real,3,strong_conflict,30.021589
adm_auto_2800,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/51_adm_7.PNG,fake,0.4103821878489268,fake,real,real,real,3,strong_conflict,30.021564
adm_auto_2656,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/499_adm_7.PNG,fake,0.41034334276117496,fake,real,real,real,3,strong_conflict,30.021525
adm_auto_1890,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/383_adm_91.PNG,fake,0.4103422248986588,fake,real,real,real,3,strong_conflict,30.021524
adm_auto_0558,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/183_adm_91.PNG,fake,0.3673534871284536,real,fake,fake,fake,3,strong_conflict,30.021465
adm_auto_0369,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/155_adm_34.PNG,fake,0.41026529785815236,fake,real,real,real,3,strong_conflict,30.021447
adm_auto_1787,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/368_adm_85.PNG,fake,0.41018748005198724,fake,real,real,real,3,strong_conflict,30.021369
adm_auto_1282,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/292_adm_7.PNG,fake,0.4101650674994697,fake,real,real,real,3,strong_conflict,30.021347
adm_auto_2327,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/449_adm_85.PNG,fake,0.41015960957683995,fake,real,real,real,3,strong_conflict,30.021342
adm_auto_0434,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/165_adm_174.PNG,fake,0.4101449439386638,fake,real,real,real,3,strong_conflict,30.021327
adm_auto_1493,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/323_adm_85.PNG,fake,0.41010131086012414,fake,real,real,real,3,strong_conflict,30.021283
adm_auto_0875,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/230_adm_85.PNG,fake,0.4100964870193511,fake,real,real,real,3,strong_conflict,30.021278
adm_auto_0878,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/231_adm_174.PNG,fake,0.41009644347422736,fake,real,real,real,3,strong_conflict,30.021278
adm_auto_1278,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/291_adm_91.PNG,fake,0.41005606807434763,fake,real,real,real,3,strong_conflict,30.021238
adm_auto_1437,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/315_adm_34.PNG,fake,0.4100129603875127,fake,real,real,real,3,strong_conflict,30.021195
adm_auto_2729,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/509_adm_85.PNG,fake,0.41000663707541035,fake,real,real,real,3,strong_conflict,30.021189
adm_auto_1171,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/276_adm_153.PNG,fake,0.40995700954276915,fake,real,real,real,3,strong_conflict,30.021139
adm_auto_2957,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/543_adm_85.PNG,fake,0.3677123518831092,real,fake,fake,fake,3,strong_conflict,30.021106
adm_auto_1652,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/348_adm_174.PNG,fake,0.40991768327495093,fake,real,real,real,3,strong_conflict,30.021100
adm_auto_2312,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/447_adm_174.PNG,fake,0.40990815545166914,fake,real,real,real,3,strong_conflict,30.021090
adm_auto_0772,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/215_adm_7.PNG,fake,0.40990622280421857,fake,real,real,real,3,strong_conflict,30.021088
adm_auto_1794,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/369_adm_91.PNG,fake,0.40988007791334763,fake,real,real,real,3,strong_conflict,30.021062
adm_auto_1273,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/291_adm_153.PNG,fake,0.409849016248791,fake,real,real,real,3,strong_conflict,30.021031
adm_auto_2333,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/44_adm_85.PNG,fake,0.40977761004302343,fake,real,real,real,3,strong_conflict,30.020960
adm_auto_1832,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/375_adm_174.PNG,fake,0.40975717303557346,fake,real,real,real,3,strong_conflict,30.020939
adm_auto_0204,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/12_adm_91.PNG,fake,0.4097557992928788,fake,real,real,real,3,strong_conflict,30.020938
adm_auto_2320,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/448_adm_7.PNG,fake,0.40974557124234146,fake,real,real,real,3,strong_conflict,30.020928
adm_auto_2369,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/455_adm_85.PNG,fake,0.4097246921372962,fake,real,real,real,3,strong_conflict,30.020907
adm_auto_2902,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/535_adm_7.PNG,fake,0.40968507763276035,fake,real,real,real,3,strong_conflict,30.020867
adm_auto_1115,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/267_adm_85.PNG,fake,0.4096200112972734,fake,real,real,real,3,strong_conflict,30.020802
