sample_id,image_path,ground_truth,stay_positive_prediction,stay_positive_score,official_fsd_prediction,official_fsd_score,fsd_finetune_v1_prediction,fsd_finetune_v1_score,fsd_finetune_v2_prediction,fsd_finetune_v2_score,stay_positive_postcal_prediction,official_match,v1_match,v2_match,match_count,conflict_count,all_fsd_real,all_fsd_fake,conflict_pattern,prompt_type,file_index,score_bin_left,score_bin
adm_auto_0687,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/202_adm_34.PNG,fake,real,0.3879751488323809,real,0.334228515625,real,0.430419921875,real,0.37744140625,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_34,202,0.38,0.38-0.40
adm_auto_0688,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/202_adm_7.PNG,fake,real,0.4286174730553878,fake,0.84423828125,fake,0.7734375,fake,0.845703125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_7,202,0.42,0.42-0.44
adm_auto_0689,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/202_adm_85.PNG,fake,real,0.3901617408013335,real,0.441650390625,real,0.337646484375,real,0.407470703125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_85,202,0.38,0.38-0.40
adm_auto_0690,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/202_adm_91.PNG,fake,real,0.4037150811778849,real,0.45703125,real,0.36669921875,real,0.20849609375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,202,0.4,0.40-0.42
adm_auto_0691,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/203_adm_153.PNG,fake,real,0.4182968252113622,fake,0.6318359375,fake,0.60693359375,fake,0.5830078125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_153,203,0.4,0.40-0.42
adm_auto_0692,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/203_adm_174.PNG,fake,real,0.4242297836864877,real,0.219970703125,real,0.329345703125,fake,0.56591796875,fake,False,False,True,1,2,False,False,SP=fake;FSD=real/real/fake,adm_174,203,0.42,0.42-0.44
adm_auto_0693,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/203_adm_34.PNG,fake,real,0.4150183531798803,fake,0.91796875,fake,0.8759765625,fake,0.9658203125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,203,0.4,0.40-0.42
adm_auto_0694,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/203_adm_7.PNG,fake,real,0.3979717927075208,fake,0.73486328125,fake,0.6904296875,fake,0.8359375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_7,203,0.38,0.38-0.40
adm_auto_0695,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/203_adm_85.PNG,fake,real,0.4073962654820283,real,0.162353515625,real,0.229736328125,real,0.2313232421875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_85,203,0.4,0.40-0.42
adm_auto_0696,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/203_adm_91.PNG,fake,real,0.3987639935566845,fake,0.94189453125,fake,0.8701171875,fake,0.962890625,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_91,203,0.38,0.38-0.40
adm_auto_0697,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/204_adm_153.PNG,fake,real,0.3747986990716205,fake,0.74658203125,fake,0.7197265625,fake,0.64892578125,real,False,False,False,0,3,False,True,SP=real;FSD=fake/fake/fake,adm_153,204,0.36,0.36-0.38
adm_auto_0698,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/204_adm_174.PNG,fake,real,0.402136952909052,real,0.43408203125,real,0.4921875,fake,0.6396484375,fake,False,False,True,1,2,False,False,SP=fake;FSD=real/real/fake,adm_174,204,0.4,0.40-0.42
adm_auto_0699,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/204_adm_34.PNG,fake,real,0.4214407312922444,fake,0.72900390625,fake,0.65185546875,fake,0.78125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,204,0.42,0.42-0.44
adm_auto_0700,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/204_adm_7.PNG,fake,real,0.4166167771156503,real,0.222412109375,real,0.301513671875,real,0.362060546875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,204,0.4,0.40-0.42
adm_auto_0701,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/204_adm_85.PNG,fake,real,0.4343027597178152,fake,0.6357421875,fake,0.591796875,real,0.4951171875,fake,True,True,False,2,1,False,False,SP=fake;FSD=fake/fake/real,adm_85,204,0.42,0.42-0.44
adm_auto_0702,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/204_adm_91.PNG,fake,real,0.3929467875055873,real,0.2362060546875,real,0.315673828125,real,0.189697265625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,204,0.38,0.38-0.40
adm_auto_0703,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/205_adm_153.PNG,fake,real,0.4658326076790969,real,0.1431884765625,real,0.290283203125,real,0.313232421875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,205,0.46,0.46-0.48
adm_auto_0704,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/205_adm_174.PNG,fake,real,0.4580188181671495,fake,0.5390625,fake,0.53515625,real,0.2447509765625,fake,True,True,False,2,1,False,False,SP=fake;FSD=fake/fake/real,adm_174,205,0.44,0.44-0.46
adm_auto_0705,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/205_adm_34.PNG,fake,real,0.4096526879628323,fake,0.5947265625,real,0.4853515625,fake,0.55615234375,fake,True,False,True,2,1,False,False,SP=fake;FSD=fake/real/fake,adm_34,205,0.4,0.40-0.42
adm_auto_0706,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/205_adm_7.PNG,fake,real,0.4445246486847072,real,0.312255859375,real,0.414794921875,real,0.39892578125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,205,0.44,0.44-0.46
adm_auto_0707,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/205_adm_85.PNG,fake,real,0.4245926954543164,fake,0.71533203125,fake,0.73291015625,fake,0.83349609375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,205,0.42,0.42-0.44
adm_auto_0708,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/205_adm_91.PNG,fake,real,0.4427397352862207,real,0.322998046875,real,0.278564453125,real,0.297119140625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,205,0.44,0.44-0.46
adm_auto_0709,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/206_adm_153.PNG,fake,real,0.3993531511237883,real,0.4775390625,fake,0.546875,fake,0.7001953125,fake,False,True,True,2,1,False,False,SP=fake;FSD=real/fake/fake,adm_153,206,0.38,0.38-0.40
adm_auto_0710,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/206_adm_174.PNG,fake,real,0.4116714525660789,fake,0.740234375,fake,0.69140625,fake,0.8583984375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_174,206,0.4,0.40-0.42
adm_auto_0711,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/206_adm_34.PNG,fake,real,0.385230595765732,fake,0.8515625,fake,0.74755859375,fake,0.5869140625,real,False,False,False,0,3,False,True,SP=real;FSD=fake/fake/fake,adm_34,206,0.38,0.38-0.40
adm_auto_0712,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/206_adm_7.PNG,fake,real,0.4030764601180637,fake,0.78271484375,fake,0.66259765625,fake,0.84375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_7,206,0.4,0.40-0.42
adm_auto_0713,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/206_adm_85.PNG,fake,real,0.3988135320003367,real,0.43017578125,fake,0.5087890625,real,0.441650390625,fake,False,True,False,1,2,False,False,SP=fake;FSD=real/fake/real,adm_85,206,0.38,0.38-0.40
adm_auto_0714,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/206_adm_91.PNG,fake,real,0.4052228728686611,fake,0.5986328125,fake,0.505859375,fake,0.71240234375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_91,206,0.4,0.40-0.42
adm_auto_0715,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/207_adm_153.PNG,fake,real,0.4245337191917119,fake,0.673828125,fake,0.626953125,fake,0.74755859375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_153,207,0.42,0.42-0.44
adm_auto_0716,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/207_adm_174.PNG,fake,real,0.391500106487029,fake,0.5126953125,fake,0.5068359375,fake,0.529296875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_174,207,0.38,0.38-0.40
adm_auto_0717,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/207_adm_34.PNG,fake,real,0.48405158798148,fake,0.8671875,fake,0.845703125,fake,0.93115234375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,207,0.48,0.48-0.50
adm_auto_0718,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/207_adm_7.PNG,fake,real,0.4106500035059434,real,0.2001953125,real,0.274658203125,real,0.2247314453125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,207,0.4,0.40-0.42
adm_auto_0719,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/207_adm_85.PNG,fake,real,0.4404459896357858,fake,0.78857421875,fake,0.77099609375,fake,0.8779296875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,207,0.44,0.44-0.46
adm_auto_0720,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/207_adm_91.PNG,fake,real,0.4138895990637189,fake,0.9306640625,fake,0.89794921875,fake,0.9677734375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_91,207,0.4,0.40-0.42
adm_auto_0721,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/208_adm_153.PNG,fake,real,0.4354613684688566,real,0.161376953125,real,0.19873046875,real,0.153076171875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,208,0.42,0.42-0.44
adm_auto_0722,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/208_adm_174.PNG,fake,real,0.3963731412563101,real,0.48681640625,real,0.44580078125,real,0.35791015625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,208,0.38,0.38-0.40
adm_auto_0723,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/208_adm_34.PNG,fake,real,0.3897709213611455,real,0.26904296875,real,0.278564453125,real,0.1717529296875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,208,0.38,0.38-0.40
adm_auto_0724,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/208_adm_7.PNG,fake,real,0.3735244553727434,real,0.38916015625,real,0.384521484375,real,0.222412109375,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_7,208,0.36,0.36-0.38
adm_auto_0725,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/208_adm_85.PNG,fake,real,0.4536024080440236,fake,0.5068359375,fake,0.55810546875,fake,0.65576171875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,208,0.44,0.44-0.46
adm_auto_0726,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/208_adm_91.PNG,fake,real,0.4204762690333189,fake,0.74169921875,fake,0.83447265625,fake,0.947265625,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_91,208,0.42,0.42-0.44
adm_auto_0727,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/209_adm_153.PNG,fake,real,0.3738923498629025,fake,0.62451171875,real,0.3916015625,real,0.4716796875,real,False,True,True,2,1,False,False,SP=real;FSD=fake/real/real,adm_153,209,0.36,0.36-0.38
adm_auto_0728,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/209_adm_174.PNG,fake,real,0.4219968253477867,fake,0.9931640625,fake,0.951171875,fake,0.99560546875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_174,209,0.42,0.42-0.44
adm_auto_0729,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/209_adm_34.PNG,fake,real,0.4362284407122513,fake,0.63671875,fake,0.580078125,real,0.448974609375,fake,True,True,False,2,1,False,False,SP=fake;FSD=fake/fake/real,adm_34,209,0.42,0.42-0.44
adm_auto_0730,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/209_adm_7.PNG,fake,real,0.3872957222748924,real,0.266357421875,real,0.29150390625,real,0.4609375,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_7,209,0.38,0.38-0.40
adm_auto_0731,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/209_adm_85.PNG,fake,real,0.4161131124832791,fake,0.7421875,fake,0.71484375,fake,0.5087890625,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,209,0.4,0.40-0.42
adm_auto_0732,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/209_adm_91.PNG,fake,real,0.3897223535763603,real,0.48828125,real,0.4609375,real,0.1505126953125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,209,0.38,0.38-0.40
adm_auto_0733,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/20_adm_153.PNG,fake,real,0.4686585105761128,fake,0.77685546875,fake,0.81884765625,fake,0.8330078125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_153,20,0.46,0.46-0.48
adm_auto_0734,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/20_adm_174.PNG,fake,real,0.4661810994086172,fake,0.861328125,fake,0.88427734375,fake,0.90380859375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_174,20,0.46,0.46-0.48
adm_auto_0735,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/20_adm_34.PNG,fake,real,0.4540171728889877,fake,0.720703125,fake,0.7529296875,fake,0.80029296875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,20,0.44,0.44-0.46
adm_auto_0736,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/20_adm_7.PNG,fake,real,0.4630169045692884,fake,0.5244140625,fake,0.52294921875,real,0.445068359375,fake,True,True,False,2,1,False,False,SP=fake;FSD=fake/fake/real,adm_7,20,0.46,0.46-0.48
adm_auto_0737,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/20_adm_85.PNG,fake,real,0.3965163959843267,real,0.165283203125,real,0.177001953125,real,0.10968017578125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_85,20,0.38,0.38-0.40
adm_auto_0738,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/20_adm_91.PNG,fake,real,0.4054531110057832,real,0.38671875,real,0.36865234375,real,0.446533203125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,20,0.4,0.40-0.42
adm_auto_0739,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/210_adm_153.PNG,fake,real,0.41518997362369,real,0.2330322265625,real,0.2220458984375,real,0.291015625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,210,0.4,0.40-0.42
adm_auto_0740,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/210_adm_174.PNG,fake,real,0.4004704940125453,fake,0.59130859375,fake,0.513671875,real,0.4267578125,fake,True,True,False,2,1,False,False,SP=fake;FSD=fake/fake/real,adm_174,210,0.4,0.40-0.42
adm_auto_0741,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/210_adm_34.PNG,fake,fake,0.5063831616922889,fake,0.98388671875,fake,0.9189453125,fake,0.984375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,210,0.5,0.50-0.52
adm_auto_0742,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/210_adm_7.PNG,fake,real,0.4208984884164337,real,0.310302734375,real,0.315185546875,real,0.3798828125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,210,0.42,0.42-0.44
adm_auto_0743,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/210_adm_85.PNG,fake,real,0.4116812567789138,fake,0.986328125,fake,0.90380859375,fake,0.943359375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,210,0.4,0.40-0.42
adm_auto_0744,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/210_adm_91.PNG,fake,real,0.4322041350396471,fake,0.8056640625,fake,0.67041015625,fake,0.56005859375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_91,210,0.42,0.42-0.44
adm_auto_0745,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/211_adm_153.PNG,fake,real,0.3892608215891514,real,0.390380859375,real,0.373046875,real,0.2763671875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,211,0.38,0.38-0.40
adm_auto_0746,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/211_adm_174.PNG,fake,real,0.4257735374211358,real,0.1787109375,real,0.26318359375,real,0.2802734375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,211,0.42,0.42-0.44
adm_auto_0747,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/211_adm_34.PNG,fake,real,0.3904611407576273,real,0.1329345703125,real,0.224365234375,real,0.08587646484375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,211,0.38,0.38-0.40
adm_auto_0748,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/211_adm_7.PNG,fake,real,0.4122785616380984,real,0.325927734375,real,0.392333984375,real,0.37939453125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,211,0.4,0.40-0.42
adm_auto_0749,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/211_adm_85.PNG,fake,real,0.469664906279762,real,0.4658203125,fake,0.5029296875,real,0.458984375,fake,False,True,False,1,2,False,False,SP=fake;FSD=real/fake/real,adm_85,211,0.46,0.46-0.48
adm_auto_0750,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/211_adm_91.PNG,fake,real,0.4221749742992479,real,0.193115234375,real,0.255615234375,real,0.2122802734375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,211,0.42,0.42-0.44
adm_auto_0751,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/212_adm_153.PNG,fake,real,0.3920330129317068,fake,0.51708984375,real,0.49853515625,real,0.37255859375,fake,True,False,False,1,2,False,False,SP=fake;FSD=fake/real/real,adm_153,212,0.38,0.38-0.40
adm_auto_0752,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/212_adm_174.PNG,fake,real,0.4220232416200826,real,0.216796875,real,0.276123046875,real,0.128662109375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,212,0.42,0.42-0.44
adm_auto_0753,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/212_adm_34.PNG,fake,real,0.3822323183858503,real,0.42822265625,real,0.45068359375,real,0.46826171875,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_34,212,0.38,0.38-0.40
adm_auto_0754,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/212_adm_7.PNG,fake,real,0.3949693812931399,real,0.219970703125,real,0.1910400390625,real,0.1453857421875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,212,0.38,0.38-0.40
adm_auto_0755,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/212_adm_85.PNG,fake,real,0.3969144199217292,real,0.30126953125,real,0.2880859375,real,0.1998291015625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_85,212,0.38,0.38-0.40
adm_auto_0756,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/212_adm_91.PNG,fake,real,0.4309166314924291,fake,0.68505859375,fake,0.6591796875,fake,0.8681640625,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_91,212,0.42,0.42-0.44
adm_auto_0757,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/213_adm_153.PNG,fake,real,0.3896026654464073,real,0.334716796875,real,0.319580078125,real,0.31103515625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,213,0.38,0.38-0.40
adm_auto_0758,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/213_adm_174.PNG,fake,real,0.3939904128953282,real,0.32861328125,real,0.39013671875,real,0.342529296875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,213,0.38,0.38-0.40
adm_auto_0759,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/213_adm_34.PNG,fake,real,0.4657595561408243,real,0.452392578125,real,0.49853515625,real,0.2802734375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,213,0.46,0.46-0.48
adm_auto_0760,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/213_adm_7.PNG,fake,real,0.3782747715080111,real,0.435791015625,fake,0.50927734375,real,0.440673828125,real,True,False,True,2,1,False,False,SP=real;FSD=real/fake/real,adm_7,213,0.36,0.36-0.38
adm_auto_0761,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/213_adm_85.PNG,fake,real,0.4367727822146938,real,0.435791015625,real,0.383056640625,fake,0.58056640625,fake,False,False,True,1,2,False,False,SP=fake;FSD=real/real/fake,adm_85,213,0.42,0.42-0.44
adm_auto_0762,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/213_adm_91.PNG,fake,real,0.3926200624453548,real,0.3408203125,real,0.39794921875,fake,0.73486328125,fake,False,False,True,1,2,False,False,SP=fake;FSD=real/real/fake,adm_91,213,0.38,0.38-0.40
adm_auto_0763,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/214_adm_153.PNG,fake,real,0.3847782328606512,real,0.1302490234375,real,0.2220458984375,real,0.39794921875,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_153,214,0.38,0.38-0.40
adm_auto_0764,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/214_adm_174.PNG,fake,real,0.4504808141746625,real,0.3544921875,real,0.37841796875,real,0.46826171875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,214,0.44,0.44-0.46
adm_auto_0765,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/214_adm_34.PNG,fake,real,0.4095194011039769,fake,0.5947265625,fake,0.60693359375,fake,0.85791015625,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,214,0.4,0.40-0.42
adm_auto_0766,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/214_adm_7.PNG,fake,real,0.4080558516730748,real,0.137939453125,real,0.2666015625,real,0.24658203125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,214,0.4,0.40-0.42
adm_auto_0767,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/214_adm_85.PNG,fake,real,0.4362777706219739,real,0.46044921875,fake,0.529296875,fake,0.63525390625,fake,False,True,True,2,1,False,False,SP=fake;FSD=real/fake/fake,adm_85,214,0.42,0.42-0.44
adm_auto_0768,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/214_adm_91.PNG,fake,real,0.380244542078173,real,0.30810546875,real,0.356689453125,real,0.351318359375,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_91,214,0.38,0.38-0.40
